Identifier	Character	Dialogue	Filename	Line Number
tutorial_chat_512cf2cd	s	I don't feel tired physically...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	47
tutorial_chat_c7cd9009	s	But	game/tutorial_day_scripts/tutorial_5_coffee.rpy	48
tutorial_chat_7364f0b7	s	mentally, my stress level is MAX	game/tutorial_day_scripts/tutorial_5_coffee.rpy	49
tutorial_chat_c213b389	s		game/tutorial_day_scripts/tutorial_5_coffee.rpy	50
tutorial_chat_d988872d	s	How do I get rid of this stress...?!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	51
tutorial_chat_db801399	m	Just take it out on Yoosung.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	56
tutorial_chat_580cfb76	s	[name]...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	57
tutorial_chat_33be5754	s	Ur pretty smart lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	58
tutorial_chat_1aae1494	m	You should play games.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	61
tutorial_chat_77b712d9	s	o_o Game??	game/tutorial_day_scripts/tutorial_5_coffee.rpy	62
tutorial_chat_1a5f7c37	s	lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	63
tutorial_chat_a1aaa095	s	I'd rather make one. Playing it gets boring pretty fast lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	64
tutorial_chat_91ec7011	s	Hmm.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	65
tutorial_chat_4a67adc9	s	I summon Yoosung! Abracadabra	game/tutorial_day_scripts/tutorial_5_coffee.rpy	66
tutorial_chat_0076e76b	m	Yoosung~ I missed you.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	76
tutorial_chat_861f45b1	y	Thanks for being so welcoming.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	77
tutorial_chat_0a52def1	y	Hello ^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	79
tutorial_chat_9aec8c18	m	Omg. He really came.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	81
tutorial_chat_257fc660	s	heya	game/tutorial_day_scripts/tutorial_5_coffee.rpy	82
tutorial_chat_350457af	y	Hmm?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	84
tutorial_chat_b375da7c	y	I smell a trap somewhere...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	85
tutorial_chat_3532689f	s	What were u doing?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	87
tutorial_chat_3935e298	s	So late at night lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	88
tutorial_chat_251b5c60	y	I was just about to drink a cup of coffee and play games.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	89
tutorial_chat_4b3c6e17	y	I started learning how to brew coffee from a club yesterday.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	90
tutorial_chat_ffbad61f	s	Coffee...?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	91
tutorial_chat_07374bcf	s	Ur learning how to make coffee...???	game/tutorial_day_scripts/tutorial_5_coffee.rpy	92
tutorial_chat_5af8ce49	y	Yup ^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	93
tutorial_chat_8d2f5d76	s	No way. U can't.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	94
tutorial_chat_45938840	y	What?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	95
tutorial_chat_8df67406	s	Did you already drink the coffee!?!?!?!?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	96
tutorial_chat_7671312f	y	Yeah... Why?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	97
tutorial_chat_18f8044d	s	Big trouble...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	103
tutorial_chat_0ec20f27	y	What trouble?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	104
tutorial_chat_7eff1715	s	It's...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	105
tutorial_chat_e8b54b2d	m	Yoosung... what do we do now?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	110
tutorial_chat_7aac7e38	y	Why?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	111
tutorial_chat_a2871f7c	y	Did something happen?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	112
tutorial_chat_0fb14436	s	Gah... I was about to tell [name].	game/tutorial_day_scripts/tutorial_5_coffee.rpy	113
tutorial_chat_09bb257b	m	What's big trouble?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	115
tutorial_chat_94634684	y	Yeah. What is it?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	116
tutorial_chat_7eff1715_1	s	It's...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	117
tutorial_chat_5b505253	s	So, I check the health reports of all the members...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	119
tutorial_chat_e29e1070	y	Okay... Ur not saying that I can't dringak coffxee, r u?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	120
tutorial_chat_cfd9f407	y	*drink coffee?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	121
tutorial_chat_6f07f192	m	Ya. U'll be in trouble if u drink coffee.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	126
tutorial_chat_30dbadd9	s	Ya...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	127
tutorial_chat_85306175	s	U can never ever!!! drink coffee.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	129
tutorial_chat_d91eb86b	s	Seeing ur typos above, it seems like ur symptoms are showing already.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	130
tutorial_chat_755fa416	m	Seven's just messing around lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	132
tutorial_chat_d6b2bc4f	y	Right? lolol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	133
tutorial_chat_2407e76b	s	Not joking.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	135
tutorial_chat_24c761e4	s	I'm dead serious.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	136
tutorial_chat_6cfe4590	y	Puppy food?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	137
tutorial_chat_8aa03574	m	-_-	game/tutorial_day_scripts/tutorial_5_coffee.rpy	145
tutorial_chat_74206364	s	Cat food is serious meow	game/tutorial_day_scripts/tutorial_5_coffee.rpy	146
tutorial_chat_88482381	y	I have no idea what ur saying.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	147
tutorial_chat_336fc896	m	lolololol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	149
tutorial_chat_74b876fd	s	This is funny to u?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	150
tutorial_chat_6e034544	y	lololololol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	151
tutorial_chat_bade31d3	s	U can never ever!!! drink coffee.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	153
tutorial_chat_7bc67051	s	If u do, ur hands will start shaking and u'll faint eventually.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	154
tutorial_chat_a3a9381c	y	Nah	game/tutorial_day_scripts/tutorial_5_coffee.rpy	155
tutorial_chat_541c2e06	y	I don't have that kind of allergy.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	156
tutorial_chat_06b6fd51	y	No way~	game/tutorial_day_scripts/tutorial_5_coffee.rpy	157
tutorial_chat_d075331e	s	...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	158
tutorial_chat_f1e2fc94	s	I'm sorry.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	159
tutorial_chat_d43d41c6	s	U've already lost trust in me.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	160
tutorial_chat_d3c742c2	s	so u r not listening.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	161
tutorial_chat_ead2b9a8	y	?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	162
tutorial_chat_ee1ae2f3	y	For real?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	163
tutorial_chat_99910703	s	Ur gonna faint. For real.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	164
tutorial_chat_db9ccd46	y	Seriously?? Ur kidding right?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	165
tutorial_chat_64c99a2f	m	You should prepare yourself.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	174
tutorial_chat_8f02de6f	s	Ya. Go prepare to faint.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	175
tutorial_chat_aac3716f	m	I think fainting is a bit too much...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	178
tutorial_chat_45938840_1	y	What?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	179
tutorial_chat_4d2f4d9b	y	What do u mean?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	180
tutorial_chat_be406716	s	Shh.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	181
tutorial_chat_ac328b1a	s		game/tutorial_day_scripts/tutorial_5_coffee.rpy	182
tutorial_chat_1004ef0b	s	Listen carefully.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	183
tutorial_chat_ebb6ba3f	s	You are going to faint today.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	185
tutorial_chat_5040f408	s	And there's a chance you might never wake up again...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	186
tutorial_chat_f6b1e4bf	y	Why!?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	187
tutorial_chat_c78aad03	s	You have the \"Pass Out After Drinking Caffeine Syndrome\"	game/tutorial_day_scripts/tutorial_5_coffee.rpy	188
tutorial_chat_a0900d81	y	??? What is that?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	189
tutorial_chat_f2875180	y	I don't understand what you mean.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	190
tutorial_chat_77401f48	y	A disease like that actually exists?!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	191
tutorial_chat_ee151015	m	Ya. It exists	game/tutorial_day_scripts/tutorial_5_coffee.rpy	196
tutorial_chat_3c9645bd	y	!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	197
tutorial_chat_71604919	s	Ya	game/tutorial_day_scripts/tutorial_5_coffee.rpy	199
tutorial_chat_5ac12a4b	m	Whoever named it is a bit...;;	game/tutorial_day_scripts/tutorial_5_coffee.rpy	202
tutorial_chat_3b175666	s	It was made up at the last min so no choice.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	203
tutorial_chat_841ccfb9	y	What do u mean made up at the last min?!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	204
tutorial_chat_ddd23efd	s	Your artificial heart	game/tutorial_day_scripts/tutorial_5_coffee.rpy	205
tutorial_chat_8e9d56ec	y	Stop saying weird things;;	game/tutorial_day_scripts/tutorial_5_coffee.rpy	206
tutorial_chat_5adaba2f	y	Seven, ur joking right?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	207
tutorial_chat_36025485	s	I am doing whatever I can to save u.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	208
tutorial_chat_1a9f563c	s	...Don't get so surprised.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	210
tutorial_chat_3b624b1a	y	Okay...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	211
tutorial_chat_c96287ba	s	The disease called \"Pass Out After Drinking Caffeine Syndrome\"	game/tutorial_day_scripts/tutorial_5_coffee.rpy	212
tutorial_chat_6edacf78	s	It	game/tutorial_day_scripts/tutorial_5_coffee.rpy	213
tutorial_chat_0d38c6b5	s	exists	game/tutorial_day_scripts/tutorial_5_coffee.rpy	214
tutorial_chat_02a8ee98	s	for sure	game/tutorial_day_scripts/tutorial_5_coffee.rpy	215
tutorial_chat_bb609c13	s	I look at foreign reports every day.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	216
tutorial_chat_0a4cf2d8	s	common_1	game/tutorial_day_scripts/tutorial_5_coffee.rpy	218
tutorial_chat_0e286519	y	!!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	219
tutorial_chat_c43be69c	s	...It's a rare disease.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	220
tutorial_chat_1f4e6d1a	m	Last year there were about 1024 deaths in the country...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	225
tutorial_chat_2533cbe3	s	Oh! That number's nice. It's the 10th multiple of 2.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	226
tutorial_chat_5ceb77d1	y	Omg. Can't believe I have such a serious disease T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	228
tutorial_chat_88f2fbd7	y	I'm so svchoecked to type pertoperly T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	229
tutorial_chat_cfdab881	m	What's wrong with the name lolololol A disease called Drink Caffeine and Faint lololol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	231
tutorial_chat_2b83f4cc	y	lololol I know... It is funny T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	232
tutorial_chat_2ec8a714	y	But I can't believe I have it.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	234
tutorial_chat_dacb4e0e	y		game/tutorial_day_scripts/tutorial_5_coffee.rpy	235
tutorial_chat_2d89ae16	y	What's going to happen to me T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	237
tutorial_chat_eb6493d6	y	Am I gonna faint soon???	game/tutorial_day_scripts/tutorial_5_coffee.rpy	238
tutorial_chat_c4bfd1b1	s	According to my data	game/tutorial_day_scripts/tutorial_5_coffee.rpy	239
tutorial_chat_c2247bbf	s	u'll faint some time between 9 and 10.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	240
tutorial_chat_be394350	y	T_T...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	241
tutorial_chat_c9b756ed	y	I guess it could have been worse. I don't have class in the morning.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	242
tutorial_chat_696e5e16	m	^^;;	game/tutorial_day_scripts/tutorial_5_coffee.rpy	247
tutorial_chat_f7e2af0a	y	Don't cry, [name].	game/tutorial_day_scripts/tutorial_5_coffee.rpy	248
tutorial_chat_e412b4cf	y	Even if I do faint... I'll be able to wake up.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	249
tutorial_chat_d97a472c	m	I wasn't crying.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	254
tutorial_chat_9e01f51e	y	I read the emoji wrong T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	255
tutorial_chat_e162b739	y	I thought u were crying by sweating	game/tutorial_day_scripts/tutorial_5_coffee.rpy	261
tutorial_chat_397df13a	m	T_T. You have to return.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	263
tutorial_chat_88e71085	y	Yup T_T I will return!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	264
tutorial_chat_2be0222f	s	Gahh... Tears r blocking my sight.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	266
tutorial_chat_5c07bca1	m	A stroke of good luck in this misfortune	game/tutorial_day_scripts/tutorial_5_coffee.rpy	269
tutorial_chat_6d0e804e	y	I should at least pass out at home T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	270
tutorial_chat_71604919_1	s	Ya	game/tutorial_day_scripts/tutorial_5_coffee.rpy	271
tutorial_chat_dacb4e0e_1	y		game/tutorial_day_scripts/tutorial_5_coffee.rpy	274
tutorial_chat_4064004b	y	Thanks for telling me Seven.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	275
tutorial_chat_8be4f27e	s	lol It's nothing.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	276
tutorial_chat_74989a27	m	Call Seven if something happens.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	281
tutorial_chat_9f58b43b	s	Ya. I'll always be here for u ^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	282
tutorial_chat_32a8983c	y	Thank you T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	284
tutorial_chat_20b6976a	m	Call me if anything happens	game/tutorial_day_scripts/tutorial_5_coffee.rpy	286
tutorial_chat_09a67dda	y	Okay. Thank you so much T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	287
tutorial_chat_2cf92679	s	Oh.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	290
tutorial_chat_9d66162d	s	I recommend drinking chocolate milk before u faint.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	291
tutorial_chat_1db9207a	s	U have to increase ur blood pressure if u want to wake up faster.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	292
tutorial_chat_9c7ea7ba	s	I'm worried...T_T	game/tutorial_day_scripts/tutorial_5_coffee.rpy	293
tutorial_chat_1dd82010	y	Okay...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	294
tutorial_chat_80f24701	y	Thank you. [name], you too...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	295
tutorial_chat_4be2ed75	s		game/tutorial_day_scripts/tutorial_5_coffee.rpy	296
tutorial_chat_39d4b9c1	m	^^;;;	game/tutorial_day_scripts/tutorial_5_coffee.rpy	301
tutorial_chat_82eba2d2	y	Why do u keep sweating...?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	302
tutorial_chat_531db493	y	U must be really worried for me.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	303
tutorial_chat_5c749dc2	y	I'm touched!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	304
tutorial_chat_eee606c8	m	No need ^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	307
tutorial_chat_8b8fbc66	y	I should know my body better.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	308
tutorial_chat_b241b0f8	y	Never knew I had something like this...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	309
tutorial_chat_0a265b16	y	It's confusing but...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	310
tutorial_chat_91e04036	y	I'll deal with it wisely.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	311
tutorial_chat_5b9ca2a5	s	Ya. Dealing with it wisely is the way to go.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	312
tutorial_chat_9a1690d8	s	...I'm glad to be of help.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	314
tutorial_chat_6cca58f1	s	Ur young, so u'll wake up quickly if u do faint, so don't worry too much.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	315
tutorial_chat_edf25626	y	Okay...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	316
tutorial_chat_6b51afd2	y	I shouldn't drink coffee anymore.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	317
tutorial_chat_2fee20c0	s	Oh... I got work again.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	318
tutorial_chat_be1fb53e	s	Arrgghh!! Stress!!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	319
tutorial_chat_5038b820	y	Both Jumin and u	game/tutorial_day_scripts/tutorial_5_coffee.rpy	320
tutorial_chat_2e855839	y	u guys r buried with work	game/tutorial_day_scripts/tutorial_5_coffee.rpy	321
tutorial_chat_dacb4e0e_2	y		game/tutorial_day_scripts/tutorial_5_coffee.rpy	322
tutorial_chat_cf812fdc	s	Can't do anything about it...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	323
tutorial_chat_095519c8	s	Then I'll get going.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	324
tutorial_chat_d45510d4	y	Yup!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	325
tutorial_chat_0a97e04a	y	Have a good night!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	326
tutorial_chat_97afe8ff	s	lol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	327
tutorial_chat_ab36a968	m	Seven, look out for my health too	game/tutorial_day_scripts/tutorial_5_coffee.rpy	332
tutorial_chat_46a36f61	s	U can trust me...^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	333
tutorial_chat_f348f75c	y	That's good thinking... [name].	game/tutorial_day_scripts/tutorial_5_coffee.rpy	335
tutorial_chat_0c89ffa5	m	;;;	game/tutorial_day_scripts/tutorial_5_coffee.rpy	337
tutorial_chat_25f80e70	s	Then bye~!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	338
tutorial_chat_c6945124	y	T_T What am I gonna do...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	344
tutorial_chat_8d8e668f	y	[name]...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	345
tutorial_chat_16010dfb	y	If I faint and don't wake up...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	346
tutorial_chat_c5b734ad	y	Can u wake me up with a... a.. a kiss?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	347
tutorial_chat_9db3e547	y	I'm not trying to be weird.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	348
tutorial_chat_30bc310d	y	I just want to wake up and help open the party...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	349
coffee_last_e4b279f2	m	Don't worry... Even if you don't wake up the party will be a success.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	359
coffee_last_bf987664	y		game/tutorial_day_scripts/tutorial_5_coffee.rpy	360
coffee_last_34d19c7f	y	Do you mean that?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	361
coffee_last_98477642	y	I'm hurt...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	362
coffee_last_0c6af8fe	m	I'll wake you up...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	365
coffee_last_14dbb0e2	y	Oh...! Thank you.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	366
coffee_last_1c5b8d8d	y		game/tutorial_day_scripts/tutorial_5_coffee.rpy	368
coffee_last_5d936ff0	m	Seven is just playing with you lolol	game/tutorial_day_scripts/tutorial_5_coffee.rpy	370
coffee_last_f736f610	y	I know that ur worried too	game/tutorial_day_scripts/tutorial_5_coffee.rpy	371
coffee_last_a1343077	y	and don't want to believe what Seven said.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	372
coffee_last_b0ac57c3	y	But Seven's probably right.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	373
coffee_last_a5d44410	y	Seven is really knowledgeable.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	374
coffee_last_b8d8749a	y	He once knew when my cold would get better.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	375
coffee_last_4c1f3e87	y	He said it'd be between the 3rd and 7th day	game/tutorial_day_scripts/tutorial_5_coffee.rpy	376
coffee_last_bf43fd2b	y	And it completely went away on the fifth day.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	377
coffee_last_29070aad	y	Look at that image above...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	378
coffee_last_ebdb7f48	y	I'm sure it's not a lie.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	379
coffee_last_3428b75d	y	First, I should get some chocolate milk...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	381
coffee_last_b952c9e2	y	I'm gonna go to the supermarket~!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	382
after_tutorial_chat_c89add52	s	Thanks for not spoiling the secret~ ^^	game/tutorial_day_scripts/tutorial_5_coffee.rpy	399
after_tutorial_chat_8507ff71	s	You're a lot of fun to talk to meow!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	400
after_tutorial_chat_a38a80fb	y	[name]... what do I do...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	409
tutorial_chat_incoming_z_8955c14d	z	Good morning, hon~	game/tutorial_day_scripts/tutorial_5_coffee.rpy	436
tutorial_chat_incoming_z_ebd41b3c	z	Gahh~ (Stretches) I haven't slept this well in a while. I feel really good.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	437
tutorial_chat_incoming_z_425222ed	z	When I don't sleep that well, just moving my neck in the morning can hurt.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	438
tutorial_chat_incoming_z_4d623ca4	z	Did you sleep well?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	439
tutorial_chat_incoming_z_11fdb519	extend		game/tutorial_day_scripts/tutorial_5_coffee.rpy	443
tutorial_chat_incoming_z_128449c6	m	Yeah, I didn't even dream.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	448
tutorial_chat_incoming_z_5fbbf7a6	z	That's good.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	449
tutorial_chat_incoming_z_5f994551	z	I'm a bit sad to hear you didn't dream.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	450
tutorial_chat_incoming_z_f8b5ccc3	z	I was waiting for you... looking like prince charming.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	451
tutorial_chat_incoming_z_03ed73ff	m	I didn't sleep very well.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	453
tutorial_chat_incoming_z_e036decb	z	You didn't? You must be tired then.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	454
tutorial_chat_incoming_z_f20f191d	z	Call me next time you can't sleep.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	455
tutorial_chat_incoming_z_06469607	z	I'll sing you a lullaby. If you fall asleep while listening to my voice, we'll be able to meet in our dreams.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	456
tutorial_chat_incoming_z_ecbdf41c	z	Two birds with one stone, no?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	457
tutorial_chat_incoming_z_90e54352	z	I can sing anything you want, so tell me whenever. I'll practice just for you.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	458
tutorial_chat_incoming_z_b48b943d	z	Aw yeah~! Starting my day with hearing your voice gives me so much energy.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	461
tutorial_chat_incoming_z_24d1baa9	z	I have to leave early for work. I hope only good things happen today! To you and to me, haha.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	462
tutorial_chat_incoming_z_5494f7d9	z	Then I'll call you later.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	463
tutorial_chat_incoming_z_2fe37edd	z	Bye bye.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	464
tutorial_chat_outgoing_y_9745df3b	y	I have not died.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	476
tutorial_chat_outgoing_y_6539b979	y	I will not die.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	477
tutorial_chat_outgoing_y_583c7ece	y	To live, I must drink chocolate milk...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	478
tutorial_chat_outgoing_y_11fdb519	extend		game/tutorial_day_scripts/tutorial_5_coffee.rpy	480
tutorial_chat_outgoing_y_a1ee30a4	m	The ones who wish to live will die and those who wish to die will live!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	483
tutorial_chat_outgoing_y_23b65b4a	y	Uh-uh I know there's a super intelligent saying on that!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	484
tutorial_chat_outgoing_y_6e293379	y	What was it...!!!!! I think Shakespears said it.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	485
tutorial_chat_outgoing_y_b7b28d60	y	Whatever... noo... that's not what's important...	game/tutorial_day_scripts/tutorial_5_coffee.rpy	486
tutorial_chat_outgoing_y_c2b8472f	m	Yoo-Yoosung?	game/tutorial_day_scripts/tutorial_5_coffee.rpy	488
tutorial_chat_outgoing_y_60555914	y	nooooooooooooooooooooooooo	game/tutorial_day_scripts/tutorial_5_coffee.rpy	489
tutorial_chat_outgoing_y_360420fd	y	haaaaaaaaaaaaaaaaaaaaarggh	game/tutorial_day_scripts/tutorial_5_coffee.rpy	490
tutorial_chat_outgoing_y_1b2ac7cb	y	I went to the convenience store but I didn't bring my loyalty card so I didn't get a discount on the chocolate milk.	game/tutorial_day_scripts/tutorial_5_coffee.rpy	495
tutorial_chat_outgoing_y_c8fb0153	y	This is a bad sign!!!	game/tutorial_day_scripts/tutorial_5_coffee.rpy	495
